,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Date,Accident.Category,injury.rating,damage.rating,State
72746,20120920X73017,Accident,CEN12LA649,2012-09-19,TELL CITY IN,UNITED STATES,Non-Fatal,Substantial,Airplane,N3629Q,BEECH,A23-24,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,3.0,VMC,,The pilots improper touchdown point during landing and the resultant runway excursion during the aborted landing.,25-09-2020,2012-09-19,Minor,1,2,IN
72747,20120920X92813,Accident,ERA12CA568,2012-09-19,QUITMAN MS,UNITED STATES,Non-Fatal,Substantial,Airplane,N172HA,CESSNA,172M,No,1.0,Reciprocating,091,,Aerial Observation,0.0,0.0,1.0,0.0,VMC,,"The pilots improper preflight inspection, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020,2012-09-19,Minor,1,2,MS
72749,20120920X31223,Accident,CEN12LA645,2012-09-20,BRANSON MO,UNITED STATES,Non-Fatal,Substantial,Airplane,N34722,CESSNA,177B,No,1.0,Reciprocating,091,,Personal,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain airplane control during an attempted go-around in dark night conditions.,25-09-2020,2012-09-20,Serious,2,2,MO
72751,20120921X52540,Accident,CEN12LA652,2012-09-20,GULF OF MEXICO,UNITED STATES,Non-Fatal,Substantial,Airplane,N265Q,BEECH,95-C55,No,2.0,Reciprocating,091,,Personal,0.0,2.0,0.0,0.0,VMC,,"An in-flight fire, which resulted in the airplanes forced landing in water. The source of the fire could not be determined because the airplane wreckage was not recovered.",25-09-2020,2012-09-20,Serious,2,2,CO
72752,20120924X95425,Accident,WPR12CA435,2012-09-20,MADERA CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N8648P,PIPER,PA24,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,The student's and flight instructors failure to ensure that the landing gear was extended prior to landing.,25-09-2020,2012-09-20,Minor,1,2,CA
72756,20120921X05846,Accident,ANC12CA110,2012-09-21,PORT ALSWORTH AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N3802Z,PIPER,PA-18-150,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's loss of directional control during takeoff in gusting wind conditions from an off-airport site, which resulted in a collision with terrain and a nose over.",25-09-2020,2012-09-21,Minor,1,2,AK
72760,20120922X25057,Accident,ERA12CA573,2012-09-21,BERLIN NJ,UNITED STATES,Non-Fatal,Substantial,Airplane,N7290W,PIPER,PA-28-180,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The pilots failure to maintain directional control during landing.,25-09-2020,2012-09-21,Minor,1,2,NJ
72761,20120922X32829,Accident,ERA12LA574,2012-09-21,CORINTH MS,UNITED STATES,Non-Fatal,Substantial,Airplane,N8465J,CESSNA,150G,No,1.0,Reciprocating,091,,Personal,0.0,2.0,0.0,0.0,VMC,,"The improper torque application on the crankshaft gear bolt by maintenance personnel during an engine overhaul, which resulted in the fatigue failure of the locking tab washer and gear alignment dowel and subsequent engine stoppage. Contributing to the accident was the operators exceedence of the engine overhaul calendar year limits recommended by the engine manufacturer.",25-09-2020,2012-09-21,Serious,2,2,MS
72765,20120922X41332,Accident,ERA12FA572,2012-09-22,LAND O'LAKES FL,UNITED STATES,Fatal,Substantial,Airplane,N21750,CESSNA,172S,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,"The pilots decision to continue the cross-country flight while fatigued, which resulted in him falling asleep during the initial descent for landing.",25-09-2020,2012-09-22,Fatal,3,2,FL
72766,20120922X92533,Accident,CEN12FA654,2012-09-22,ROANOKE TX,UNITED STATES,Fatal,Substantial,Airplane,N4567J,PIPER,PA-28R-180,No,1.0,Reciprocating,091,,Instructional,2.0,0.0,0.0,0.0,VMC,,The loss of engine power during takeoff due to fuel contamination. Contributing to the accident was maintenance personnel's failure to adequately correct the water contamination effects. Contributing to the severity of the occupants' injuries was the lack of shoulder restraints.,25-09-2020,2012-09-22,Fatal,3,2,TX
72768,20121001X50911,Accident,ERA12CA585,2012-09-22,MARYVILLE TN,UNITED STATES,Non-Fatal,Substantial,Airplane,N56796,PIPER,PA-28-140,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to plan and execute a takeoff that assured obstacle clearance at the departure end of the runway, which resulted in a collision with trees.",25-09-2020,2012-09-22,Minor,1,2,TN
72769,20120923X21645,Accident,ERA12LA575,2012-09-23,FORT THOMAS KY,UNITED STATES,Non-Fatal,Substantial,Airplane,N735FJ,CESSNA,182Q,No,1.0,Reciprocating,091,,Personal,0.0,2.0,0.0,0.0,VMC,,"The pilots failure to periodically add engine power during an extended descent in carburetor icing conditions, which resulted in insufficient carburetor heat, the gradual build-up of carburetor ice, and the subsequent loss of engine power. ",25-09-2020,2012-09-23,Serious,2,2,KY
72772,20120928X83928,Accident,ANC12CA112,2012-09-23,FAIRBANKS AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N4483M,PIPER,PA-12,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots improper fuel management, which resulted in a loss of engine power due to fuel starvation.",25-09-2020,2012-09-23,Minor,1,2,AK
72779,20120926X10723,Accident,CEN12CA658,2012-09-25,SPEARFISH SD,UNITED STATES,Non-Fatal,Substantial,Airplane,N6979E,CESSNA,175A,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's delayed decision to abandon the landing attempt, which resulted in the airplane colliding with rising terrain.",25-09-2020,2012-09-25,Minor,1,2,SD
72780,20120926X42052,Accident,ERA12CA579,2012-09-25,RICHMOND KY,UNITED STATES,Non-Fatal,Substantial,Airplane,N53720,CESSNA,172P,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,"The student pilot's improper flare, which resulted in a hard landing, and the flight instructor's inadequate supervision of the student.",25-09-2020,2012-09-25,Minor,1,2,KY
72781,20120926X74624,Accident,WPR12CA438,2012-09-25,ST JOHNS AZ,UNITED STATES,Non-Fatal,Substantial,Airplane,N5892E,CESSNA,150,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during landing in gusty crosswind conditions.,25-09-2020,2012-09-25,Minor,1,2,AZ
72785,20120927X52818,Accident,ERA12CA581,2012-09-26,STATESBORO GA,UNITED STATES,Non-Fatal,Substantial,Airplane,N127AR,CESSNA,208B,No,1.0,Turbo Prop,091,,Instructional,0.0,0.0,0.0,6.0,VMC,,"The pilots inadequate flare, which resulted in a hard landing.",25-09-2020,2012-09-26,Minor,1,2,GA
72786,20121023X13343,Accident,CEN12LA675,2012-09-26,GREELEY CO,UNITED STATES,Non-Fatal,Substantial,Airplane,N7133N,BEECH,E33,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The loss of engine power for reasons that could not be determined during postaccident examinations and testing.,25-09-2020,2012-09-26,Minor,1,2,CO
72794,20121010X71213,Accident,WPR12LA443,2012-09-28,TORRANCE CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N6278V,BEECH,V35A,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during taxi, which resulted in a collision with a parked vehicle.",25-09-2020,2012-09-28,Minor,1,2,CA
72795,20120929X81653,Accident,ERA12FA583,2012-09-29,FREDERICKSBURG VA,UNITED STATES,Fatal,Substantial,Airplane,N66246,CESSNA,150M,No,1.0,Reciprocating,091,,Personal,2.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain airplane control during initial climb. Contributing to the accident was the pilot's impairment due to alcohol.,25-09-2020,2012-09-29,Fatal,3,2,VA
72797,20121001X14254,Accident,WPR12LA439,2012-09-29,EUGENE OR,UNITED STATES,Non-Fatal,Substantial,Airplane,N95840,CESSNA,152,No,1.0,Reciprocating,091,,Instructional,0.0,2.0,0.0,0.0,VMC,,"A total loss of engine power due to fuel exhaustion during cruise flight for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have resulted in the loss of engine power. 
",25-09-2020,2012-09-29,Serious,2,2,OR
72798,20121001X14651,Accident,WPR12CA440,2012-09-29,HUNTINGTON UT,UNITED STATES,Non-Fatal,Substantial,Airplane,N3115D,CESSNA,180,No,1.0,,091,,Personal,0.0,0.0,0.0,4.0,VMC,,"The pilot's inadvertent encounter with a gust front during the takeoff roll, which resulted in loss of control of the airplane.",25-09-2020,2012-09-29,Minor,1,2,UT
72801,20121015X63653,Accident,ERA12LA589,2012-09-29,SELMA AL,UNITED STATES,Non-Fatal,Substantial,Airplane,N1537T,CESSNA,421B,No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,4.0,VMC,,"The pilots improper fuel management, which resulted in a total loss of engine power on the right engine and a partial loss of engine power on the left engine due to fuel starvation.",25-09-2020,2012-09-29,Minor,1,2,AL
72805,20121002X13956,Accident,CEN12CA665,2012-09-30,TISKILWA IL,UNITED STATES,Non-Fatal,Substantial,Airplane,N82GS,CESSNA,182,No,1.0,Reciprocating,091,,Personal,0.0,4.0,0.0,0.0,VMC,,The pilots loss of control while preforming a short field takeoff.,25-09-2020,2012-09-30,Serious,2,2,IL
72812,20121001X80238,Accident,ANC12CA115,2012-10-01,PORT LIONS AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N2028G,CESSNA,182A,No,1.0,Reciprocating,091,,Business,0.0,0.0,0.0,2.0,VMC,,The pilot's decision to take off with ice- and snow-contaminated wings.,25-09-2020,2012-10-01,Minor,1,2,AK
72813,20121003X54254,Accident,ERA13LA005,2012-10-02,BURLINGTON VT,UNITED STATES,Non-Fatal,Substantial,Airplane,N8025M,CESSNA,310I,No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The collapse of the left main landing gear due to a failure of the left main gear bellcrank pin for reasons that could not be determined because the pieces of the fractured bellcrank pin were not located.,25-09-2020,2012-10-02,Minor,1,2,VT
72816,20121003X15535,Accident,WPR13FA001,2012-10-03,BEATTY NV,UNITED STATES,Non-Fatal,Substantial,Airplane,N7895W,PIPER,PA-28-180,No,1.0,Reciprocating,091,,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilots inadequate flight planning, subsequent loss of situational awareness, and failure to maintain clearance from the power lines during a dark night approach to a closed, unlit runway.",25-09-2020,2012-10-03,Minor,1,2,NV
72825,20121005X01523,Accident,WPR13LA004,2012-10-05,CHANDLER AZ,UNITED STATES,Non-Fatal,Substantial,Airplane,N8115Q,PIPER,PA-28-161,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,4.0,VMC,,"The failure of both flight instructors to see and avoid the other airplane while providing instrument flight training, which resulted in a midair collision.",25-09-2020,2012-10-05,Minor,1,2,AZ
72828,20121005X05550,Accident,CEN13LA004,2012-10-05,MILWAUKEE WI,UNITED STATES,Non-Fatal,Substantial,Airplane,N894AT,BOEING,717-200,No,2.0,Turbo Fan,121,SCHD,,0.0,0.0,0.0,108.0,VMC,,"An obstruction (a sleeve of cups) that lodged under the catering truck brake pedal, which prevented the driver from stopping the truck before it struck the parked airplane.",25-09-2020,2012-10-05,Minor,1,2,WI
72829,20121006X15548,Accident,CEN13CA005,2012-10-05,COLORADO SPRINGS CO,UNITED STATES,Non-Fatal,Substantial,Airplane,N6661P,PIPER,PA-24-250,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain airspeed during the landing with known structural icing, which resulted in the airplanes stall. Contributing to the accident was the pilots failure to divert to an area where conditions were not conducive to icing.",25-09-2020,2012-10-05,Minor,1,2,CO
72832,20121006X31929,Accident,CEN13FA006,2012-10-06,MABANK TX,UNITED STATES,Fatal,Destroyed,Airplane,N32GP,BEECH,A36,No,1.0,Turbo Prop,091,,Personal,4.0,0.0,0.0,0.0,IMC,,The pilot's loss of airplane control while maneuvering in instrument meteorological conditions.,25-09-2020,2012-10-06,Fatal,3,3,TX
72834,20121007X91750,Accident,ERA13CA011,2012-10-06,BELTZVILLE PA,UNITED STATES,Non-Fatal,Substantial,Airplane,N44595,PIPER,PA-28-140,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,"The flight instructors improper fuel management, which resulted in a loss of engine power due to fuel starvation.",25-09-2020,2012-10-06,Minor,1,2,PA
72838,20121006X20626,Accident,WPR13LA005,2012-10-07,ST MARIES ID,UNITED STATES,Non-Fatal,Substantial,Airplane,N2780X,CESSNA,180H,No,1.0,Reciprocating,091,NSCH,Personal,0.0,1.0,0.0,1.0,VMC,,The total loss of engine power for reasons that could not be determined because postaccident examination of the engine and airframe did not reveal any anomalies that would have precluded normal operation.,25-09-2020,2012-10-07,Serious,2,2,ID
72844,20121010X01102,Accident,ERA13CA016,2012-10-08,CEDAR KEY FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N97757,CESSNA,172P,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to attain the proper touchdown point, which resulted in a runway excursion.",25-09-2020,2012-10-08,Minor,1,2,FL
72845,20121012X21959,Accident,ANC13CA003,2012-10-08,BUCKLAND AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N8808,CESSNA,172D,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's loss of airplane control during takeoff from an off-airport site, which resulted in a runway excursion and collision with terrain.",25-09-2020,2012-10-08,Minor,1,2,AK
72846,20121011X32021,Accident,WPR13FA008,2012-10-09,LARAMIE PEAK WY,UNITED STATES,Fatal,Destroyed,Airplane,N110UM,PIPER,PA-32R-301T,No,1.0,Reciprocating,091,,Personal,4.0,0.0,0.0,0.0,VMC,,"The noninstrument-rated pilots continued visual flight into instrument meteorological conditions, which resulted in his failure to maintain sufficient clearance from rising terrain.",25-09-2020,2012-10-09,Fatal,3,3,WY
72847,20121011X43234,Accident,ANC13CA002,2012-10-09,BUCKLAND AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N9575G,CESSNA,U206F,No,1.0,Reciprocating,091,,Positioning,0.0,0.0,0.0,1.0,VMC,,The pilot's loss of airplane control during final approach in gusty wind conditions.,25-09-2020,2012-10-09,Minor,1,2,AK
72860,20121018X35830,Accident,ERA13CA028,2012-10-11,MOBILE AL,UNITED STATES,Non-Fatal,Substantial,Airplane,N4939V,CESSNA,172RG,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,The pilots failure to perform the before landing checklist and extend the landing gear before touchdown. Contributing to the accident was the designated pilot examiners inadequate remedial action.,25-09-2020,2012-10-11,Minor,1,2,AL
72864,20121016X60053,Accident,ERA13LA025,2012-10-12,ALLENTOWN PA,UNITED STATES,Non-Fatal,Substantial,Airplane,N15037,PIPER,PA-28-140,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,"The operator's failure to perform magneto inspections per the manufacturer's recommendations and failure to comply with the engine manufacturer's recommended time interval for engine overhaul, which resulted in defects in the magnetos going undetected and the failure of the right magneto during initial climb.",25-09-2020,2012-10-12,Minor,1,2,PA
72865,20121013X63623,Accident,WPR13LA009,2012-10-13,CORONA CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N4309E,PIPER,PA-38-112,No,1.0,Reciprocating,091,,Personal,0.0,1.0,0.0,0.0,VMC,,"Total loss of engine power during the landing approach due to insect debris in the carburetor metering valve, which resulted in fuel starvation.",25-09-2020,2012-10-13,Serious,2,2,CA
72870,20121030X30545,Accident,ANC13FAMS1,2012-10-13,KENAI AK,UNITED STATES,Fatal,Destroyed,Airplane,N444LZ,PIPER,PA-18-150,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,Undetermined. The airplane and pilot were not found.,03-11-2020,2012-10-13,Fatal,3,3,AK
72874,20121015X01619,Accident,CEN13FA012,2012-10-15,SIMPSON LA,UNITED STATES,Fatal,Substantial,Airplane,N2126R,CESSNA,172R,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,The pilots loss of airplane control while maneuvering between areas of precipitation during a night cross-country flight.,25-09-2020,2012-10-15,Fatal,3,2,LA
72875,20121015X22823,Accident,WPR13FA010,2012-10-15,MARANA AZ,UNITED STATES,Fatal,Substantial,Airplane,N151SV,PIPER,PA-28-151,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,The pilots flight in dark night conditions with no visual reference and his subsequent spatial disorientation.,,2012-10-15,Fatal,3,2,AZ
72884,20121017X43235,Accident,ERA13CA027,2012-10-16,MARYVILLE TN,UNITED STATES,Non-Fatal,Substantial,Airplane,N1264S,CESSNA,182P,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilots inadequate recovery from a bounced landing and his subsequent delayed decision to perform a go-around, which resulted in the airplanes failure to clear obstacles.",25-09-2020,2012-10-16,Minor,1,2,TN
72891,20121019X34838,Accident,CEN13LA016,2012-10-17,WAUSAU WI,UNITED STATES,Non-Fatal,Substantial,Airplane,N121VP,BEECH,A36,No,1.0,Reciprocating,091,,Business,0.0,0.0,1.0,0.0,IMC,,The pilot's decision to attempt an instrument approach in meteorological conditions below approach minimums and his failure to properly execute a missed approach.,,2012-10-17,Minor,1,2,WI
72898,20121018X43944,Accident,WPR13LA015,2012-10-18,PHOENIX AZ,UNITED STATES,Non-Fatal,Substantial,Airplane,N671VC,BEECH,N35,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,A loss of engine power due to oil starvation due to loose oil cooler attachment bolts. Contributing to the accident was inadequate maintenance during the annual inspection. ,,2012-10-18,Minor,1,2,AZ
72900,20121018X90324,Accident,WPR13FA017,2012-10-18,YUCCA AZ,UNITED STATES,Fatal,Substantial,Airplane,N20939,CESSNA,182P,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,The pilots failure to take corrective action to avoid terrain during cruise flight for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation. ,,2012-10-18,Fatal,3,2,AZ
72906,20121023X02243,Incident,ERA13IA036,2012-10-19,NANTUCKET MA,UNITED STATES,Non-Fatal,Minor,Airplane,N576QS,CESSNA,560XL,No,2.0,Turbo Fan,135,NSCH,,0.0,0.0,0.0,3.0,VMC,,"The incorrect installation of the left main gear aft trunnion pivot pin by maintenance personnel, which resulted in separation of the aft portion of the left main gear trunnion from the aft trunnion fitting and minor damage to the airplane.",25-09-2020,2012-10-19,Minor,1,1,MA
